,Actual,Forecast
2020-05-03,,134.69415852452528
2020-05-04,,132.93525363161476
2020-05-05,,131.230434020051
2020-05-06,,129.57995482109152
2020-05-07,,127.98398786895308
2020-05-08,,126.442622565009
2020-05-09,,124.95586693223163
2020-05-10,,123.52364885655928
2020-05-11,,122.14581751143044
2020-05-12,,120.82214496121765
2020-05-13,,119.55232793887754
2020-05-14,,118.33598979266799
2020-05-15,,117.17268259636032
2020-05-16,,116.06188941696422
2020-05-17,,115.00302673359494
2020-05-18,,113.99544700070786
2020-05-19,,113.03844134858804
2020-05-20,,112.13124241363477
2020-05-21,,111.27302729064246
2020-05-22,,110.46292059900418
2020-05-23,,109.6999976544578
2020-05-24,,108.98328773775171
2020-05-25,,108.31177745137768
2020-05-26,,107.68441415528042
2020-05-27,,107.10010947230307
2020-05-28,,106.55774285392872
2020-05-29,,106.05616519677216
2020-05-30,,105.59420250013625
2020-05-31,,105.17065955488431
2020-06-01,,104.78432365379689
2020-06-02,,104.43396831356696
2020-06-03,,104.11835699856346
2020-06-04,,103.836246836514
2020-06-05,,103.58639231630954
2020-06-06,,103.36754895818558
2020-06-07,,103.17847694664681
2020-06-08,,103.01794471661077
2020-06-09,,102.88473248339267
2020-06-10,,102.77763570732674
2020-06-11,,102.69546848401205
2020-06-12,,102.63706685138379
2020-06-13,,102.60129200505747
2020-06-14,,102.58703341365361
2020-06-15,,102.59321182609074
2020-06-16,,102.61878216315122
2020-06-17,,102.66273628593461
2020-06-18,,102.72410563417014
2020-06-19,,102.80196372771775
2020-06-20,,102.89542852496541
2020-06-21,,103.00366463223102
2020-06-22,,103.12588535868488
2020-06-23,,103.26135461173627
2020-06-24,,103.40938862826513
2020-06-25,,103.56935753753146
2020-06-26,,103.74068675205297
2020-06-27,,103.92285818321437
2020-06-28,,104.11541127884828
2020-06-29,,104.3179438805123
2020-06-30,,104.53011289867834
2020-07-01,,104.75163480454233
2020-07-02,,104.98228593766336
2020-07-03,,105.22190262913483
2020-07-04,,105.4703811404953
2020-07-05,,105.72767741907768
2020-07-06,,105.99380667099683
2020-07-07,,106.26884275346362
2020-07-08,,106.55291738859776
2020-07-09,,106.84621920139824
2020-07-10,,107.14899258499639
2020-07-11,,107.46153639677902
2020-07-12,,107.78420248943024
2020-07-13,,108.11739408137251
2020-07-14,,108.46156397151964
2020-07-15,,108.8172126036767
2020-07-16,,109.18488598631018
2020-07-17,,109.56517347380347
2020-07-18,,109.95870541568627
2020-07-19,,110.36615068065919
2020-07-20,,110.78821406258663
2020-07-21,,111.22563357592799
2020-07-22,,111.67917764836983
2020-07-23,,112.14964221870193
2020-07-24,,112.63784774821642
2020-07-25,,113.14463615413558
2020-07-26,,113.67086767378484
2020-07-27,,114.21741766839864
2020-07-28,,114.785173375596
2020-07-29,,115.37503061971194
2020-07-30,,115.98789048924417
2020-07-31,,116.62465599079258
2020-08-01,,117.28622868888351
2020-08-02,,117.97350534113625
2020-08-03,,118.68737453819884
2020-08-04,,119.42871335788965
2020-08-05,,120.19838404290306
2020-08-06,,120.99723071139096
2020-08-07,,121.82607610961821
2020-08-08,,122.68571841576181
2020-08-09,,123.57692810380297
2020-08-10,,124.50044487625115
2020-08-11,,125.45697467428093
2020-08-12,,126.44718677361882
2020-08-13,,127.4717109742842
2020-08-14,,128.53113489203304
2020-08-15,,129.62600135906132
2020-08-16,,130.75680594121997
2020-08-17,,131.92399457867376
2020-08-18,,133.12796135660412
2020-08-19,,134.36904641216742
2020-08-20,,135.64753398358516
2020-08-21,,136.96365060680597
2020-08-22,,138.3175634648137
2020-08-23,,139.70937889421018
2020-08-24,,141.13914105326904
2020-08-25,,142.60683075523536
2020-08-26,,144.1123644701687
2020-08-27,,145.6555934981707
2020-08-28,,147.2363033163829
2020-08-29,,148.85421310164793
2020-08-30,,150.50897543024536
2020-08-31,,152.200176155654
2020-09-01,,153.9273344647653
2020-09-02,,155.68990311252972
2020-09-03,,157.48726883448606
2020-09-04,,159.31875293618174
2020-09-05,,161.18361205796498
2020-09-06,,163.08103911319625
2020-09-07,,165.01016439740806
2020-09-08,,166.970056865517
2020-09-09,,168.95972557370726
2020-09-10,,170.97812128215722
2020-09-11,,173.02413821436622
2020-09-12,,175.09661596837495
2020-09-13,,177.19434157479472
2020-09-14,,179.31605169613943
2020-09-15,,181.46043496156864
2020-09-16,,183.62613443079988
2020-09-17,,185.81175018057974
2020-09-18,,188.01584200677
2020-09-19,,190.2369322347991
2020-09-20,,192.4735086309376
2020-09-21,,194.7240274065584
2020-09-22,,196.98691630732557
2020-09-23,,199.26057777898495
2020-09-24,,201.54339220125811
2020-09-25,,203.83372118113388
2020-09-26,,206.12991089668617
2020-09-27,,208.43029548243396
2020-09-28,,210.7332004471249
2020-09-29,,213.03694611473296
2020-09-30,,215.339851079423
2020-10-01,,217.64023566517153
2020-10-02,,219.9364253807232
2020-10-03,,222.22675436059896
2020-10-04,,224.50956878287212
2020-10-05,,226.78323025453062
2020-10-06,,229.0461191552978
2020-10-07,,231.29663793091947
2020-10-08,,233.53321432705724
2020-10-09,,235.7543045550869
2020-10-10,,237.9583963812771
2020-10-11,,240.1440121310572
2020-10-12,,242.30971160028918
2020-10-13,,244.45409486571756
2020-10-14,,246.57580498706227
2020-10-15,,248.6735305934829
2020-10-16,,250.74600834749089
2020-10-17,,252.79202527969989
2020-10-18,,254.8104209881498
2020-10-19,,256.80008969634
2020-10-20,,258.75998216444907
2020-10-21,,260.6891074486609
2020-10-22,,262.58653450389136
2020-10-23,,264.45139362567534
2020-10-24,,266.28287772737036
2020-10-25,,268.08024344932744
2020-10-26,,269.84281209709184
2020-10-27,,271.5699704062031
2020-10-28,,273.2611711316118
2020-10-29,,274.9159334602099
2020-10-30,,276.5338432454742
2020-10-31,,278.11455306368714
2020-11-01,,279.6577820916892
2020-11-02,,281.16331580662177
2020-11-03,,282.63100550858877
2020-11-04,,284.06076766764704
2020-11-05,,285.4525830970435
2020-11-06,,286.80649595505116
2020-11-07,,288.12261257827134
2020-11-08,,289.40110014968906
2020-11-09,,290.6421852052532
2020-11-10,,291.84615198318284
2020-11-11,,293.0133406206372
2020-11-12,,294.1441452027958
2020-11-13,,295.2390116698242
2020-11-14,,296.2984355875737
2020-11-15,,297.3229597882382
2020-11-16,,298.31317188757623
2020-11-17,,299.2697016856066
2020-11-18,,300.19321845805433
2020-11-19,,301.0844281460954
2020-11-20,,301.944070452239
2020-11-21,,302.77291585046623
2020-11-22,,303.57176251895436
2020-11-23,,304.34143320396777
2020-11-24,,305.08277202365787
2020-11-25,,305.79664122072097
2020-11-26,,306.4839178729733
2020-11-27,,307.1454905710648
2020-11-28,,307.782256072613
2020-11-29,,308.39511594214525
2020-11-30,,308.9849731862612
2020-12-01,,309.5527288934593
2020-12-02,,310.0992788880725
2020-12-03,,310.62551040772206
2020-12-04,,311.1322988136412
2020-12-05,,311.62050434315546
2020-12-06,,312.090968913488
2020-12-07,,312.54451298592915
2020-12-08,,312.9819324992701
2020-12-09,,313.40399588119806
2020-12-10,,313.81144114617075
2020-12-11,,314.2049730880534
2020-12-12,,314.5852605755471
2020-12-13,,314.95293395818027
2020-12-14,,315.30858259033783
2020-12-15,,315.6527524804853
2020-12-16,,315.985944072427
2020-12-17,,316.30861016507856
2020-12-18,,316.621153976861
2020-12-19,,316.92392736045906
2020-12-20,,317.21722917325974
2020-12-21,,317.5013038083937
2020-12-22,,317.7763398908605
2020-12-23,,318.0424691427797
2020-12-24,,318.2997654213621
2020-12-25,,318.54824393272236
2020-12-26,,318.78786062419397
2020-12-27,,319.01851175731485
2020-12-28,,319.240033663179
2020-12-29,,319.45220268134494
2020-12-30,,319.654735283009
2020-12-31,,319.847288378643
2021-01-01,,320.0294598098044
2021-01-02,,320.2007890243259
2021-01-03,,320.36075793359225
2021-01-04,,320.5087919501211
2021-01-05,,320.6442612031724
2021-01-06,,320.76648192962625
2021-01-07,,320.874718036892
2021-01-08,,320.9681828341396
2021-01-09,,321.04604092768716
2021-01-10,,321.1074102759228
2021-01-11,,321.15136439870616
2021-01-12,,321.1769347357668
2021-01-13,,321.183113148204
2021-01-14,,321.1688545567998
2021-01-15,,321.1330797104736
2021-01-16,,321.07467807784536
2021-01-17,,320.9925108545305
2021-01-18,,320.8854140784647
2021-01-19,,320.75220184524636
2021-01-20,,320.59166961521066
2021-01-21,,320.40259760367206
2021-01-22,,320.1837542455478
2021-01-23,,319.93389972534334
2021-01-24,,319.6517895632941
2021-01-25,,319.33617824829054
2021-01-26,,318.98582290806064
2021-01-27,,318.5994870069733
2021-01-28,,318.175944061721
2021-01-29,,317.7139813650858
2021-01-30,,317.21240370792884
2021-01-31,,316.67003708955474
2021-02-01,,316.085732406577
2021-02-02,,315.45836911047985
2021-02-03,,314.7868588241058
2021-02-04,,314.07014890739975
2021-02-05,,313.3072259628526
2021-02-06,,312.49711927121484
2021-02-07,,311.63890414822276
2021-02-08,,310.73170521326904
2021-02-09,,309.77469956114965
2021-02-10,,308.76711982826254
2021-02-11,,307.7082571448934
2021-02-12,,306.597463965498
2021-02-13,,305.4341567691895
2021-02-14,,304.21781862298064
2021-02-15,,302.9480016006406
2021-02-16,,301.62432905042715
2021-02-17,,300.24649770529834
2021-02-18,,298.8142796296259
2021-02-19,,297.32752399684784
2021-02-20,,295.78615869290456
2021-02-21,,294.1901917407654
2021-02-22,,292.53971254180664
2021-02-23,,290.8348929302429
2021-02-24,,289.0759880373316
2021-02-25,,287.2633369625141
2021-02-26,,285.39736324917607
2021-02-27,,283.47857516321227
2021-02-28,,281.507565773055
2021-03-01,,279.48501283038144
2021-03-02,,277.4116784511762
2021-03-03,,275.2884085973871
2021-03-04,,273.1161323598759
2021-03-05,,270.89586104392765
2021-03-06,,268.6286870590372
2021-03-07,,266.31578261524885
2021-03-08,,263.9583982287771
2021-03-09,,261.55786104015476
2021-03-10,,259.115572948643
2021-03-11,,256.63300856708196
2021-03-12,,254.11171300185418
2021-03-13,,251.55329946307995
2021-03-14,,248.95944671058106
2021-03-15,,246.33189634159913
2021-03-16,,243.67244992665377
2021-03-17,,240.98296600032035
2021-03-18,,238.26535691406758
2021-03-19,,235.52158555869048
2021-03-20,,232.7536619641565
2021-03-21,,229.9636397850616
2021-03-22,,227.15361268013237
2021-03-23,,224.32571059452135
2021-03-24,,221.48209595389258
2021-03-25,,218.62495977949374
2021-03-26,,215.7565177336496
2021-03-27,,212.87900610528317
2021-03-28,,209.99467774520716
2021-03-29,,207.10579796107854
2021-03-30,,204.21464038202208
2021-03-31,,201.32348280296452
2021-04-01,,198.43460301883704
2021-04-02,,195.550274658761
2021-04-03,,192.67276303039472
2021-04-04,,189.80432098455054
2021-04-05,,186.94718481015144
2021-04-06,,184.1035701695227
2021-04-07,,181.2756680839119
2021-04-08,,178.46564097898266
2021-04-09,,175.67561879988764
2021-04-10,,172.90769520535463
2021-04-11,,170.16392384997658
2021-04-12,,167.44631476372388
2021-04-13,,164.7568308373905
2021-04-14,,162.09738442244492
2021-04-15,,159.46983405346293
2021-04-16,,156.87598130096333
2021-04-17,,154.31756776219004
2021-04-18,,151.79627219696218
2021-04-19,,149.31370781540113
2021-04-20,,146.8714197238893
2021-04-21,,144.47088253526783
2021-04-22,,142.11349814879514
2021-04-23,,139.80059370500686
2021-04-24,,137.53341972011725
2021-04-25,,135.31314840416815
2021-04-26,,133.14087216665695
2021-04-27,,131.01760231286778
2021-04-28,,128.94426793366256
2021-04-29,,126.92171499098828
2021-04-30,,124.95070560083172
2021-05-01,,123.03191751486719
2021-05-02,,121.16594380152992
2021-05-03,,119.35329272671157
2021-05-04,,117.59438783380102
2021-05-05,,115.8895682222381
2021-05-06,,114.23908902327861
2021-05-07,,112.64312207113943
2021-05-08,,111.10175676719606
2021-05-09,,109.61500113441792
2021-05-10,,108.18278305874554
2021-05-11,,106.80495171361673
2021-05-12,,105.48127916340326
2021-05-13,,104.21146214106389
2021-05-14,,102.99512399485445
2021-05-15,,101.83181679854601
2021-05-16,,100.72102361915046
2021-05-17,,99.66216093578117
2021-05-18,,98.65458120289412
2021-05-19,,97.69757555077442
2021-05-20,,96.79037661582115
2021-05-21,,95.93216149282884
2021-05-22,,95.1220548011911
2021-05-23,,94.35913185664404
2021-05-24,,93.64242193993843
2021-05-25,,92.97091165356392
2021-05-26,,92.34354835746672
2021-05-27,,91.7592436744896
2021-05-28,,91.2168770561151
2021-05-29,,90.71529939895811
2021-05-30,,90.2533367023226
2021-05-31,,89.82979375707032
2021-06-01,,89.44345785598279
2021-06-02,,89.0931025157532
2021-06-03,,88.77749120074935
2021-06-04,,88.49538103870026
2021-06-05,,88.24552651849609
2021-06-06,,88.02668316037182
2021-06-07,,87.8376111488333
2021-06-08,,87.67707891879724
2021-06-09,,87.5438666855789
2021-06-10,,87.43676990951332
2021-06-11,,87.35460268619846
2021-06-12,,87.29620105356997
2021-06-13,,87.26042620724382
2021-06-14,,87.24616761583974
2021-06-15,,87.252346028277
2021-06-16,,87.27791636533749
2021-06-17,,87.3218704881208
2021-06-18,,87.38323983635655
2021-06-19,,87.4610979299041
2021-06-20,,87.55456272715173
2021-06-21,,87.66279883441734
2021-06-22,,87.7850195608712
2021-06-23,,87.92048881392253
2021-06-24,,88.06852283045137
2021-06-25,,88.22849173971773
2021-06-26,,88.3998209542392
2021-06-27,,88.58199238540067
2021-06-28,,88.77454548103458
2021-06-29,,88.9770780826986
2021-06-30,,89.18924710086463
2021-07-01,,89.41076900672877
2021-07-02,,89.64142013984963
2021-07-03,,89.88103683132127
2021-07-04,,90.12951534268174
2021-07-05,,90.38681162126397
2021-07-06,,90.65294087318335
2021-07-07,,90.92797695564994
2021-07-08,,91.21205159078389
2021-07-09,,91.50535340358459
2021-07-10,,91.80812678718232
2021-07-11,,92.12067059896498
2021-07-12,,92.44333669161651
2021-07-13,,92.77652828355843
2021-07-14,,93.1206981737059
2021-07-15,,93.47634680586333
2021-07-16,,93.84402018849653
2021-07-17,,94.22430767599019
2021-07-18,,94.61783961787262
2021-07-19,,95.02528488284543
2021-07-20,,95.44734826477335
2021-07-21,,95.88476777811434
2021-07-22,,96.33831185055618
2021-07-23,,96.80877642088831
2021-07-24,,97.29698195040265
2021-07-25,,97.8037703563214
2021-07-26,,98.33000187597108
2021-07-27,,98.87655187058442
2021-07-28,,99.44430757778235
2021-07-29,,100.03416482189783
2021-07-30,,100.64702469143054
2021-07-31,,101.28379019297893
2021-08-01,,101.9453628910696
2021-08-02,,102.63263954332245
2021-08-03,,103.34650874038559
2021-08-04,,104.08784756007586
2021-08-05,,104.8575182450893
2021-08-06,,105.65636491357785
2021-08-07,,106.48521031180456
2021-08-08,,107.34485261794816
2021-08-09,,108.2360623059893
2021-08-10,,109.15957907843682
2021-08-11,,110.11610887646717
2021-08-12,,111.10632097580458
2021-08-13,,112.13084517646993
2021-08-14,,113.19026909421939
2021-08-15,,114.28513556124756
2021-08-16,,115.41594014340617
2021-08-17,,116.58312878086065
2021-08-18,,117.78709555879038
2021-08-19,,119.0281806143544
2021-08-20,,120.30666818577151
2021-08-21,,121.62278480899226
2021-08-22,,122.9766976670007
2021-08-23,,124.36851309639636
2021-08-24,,125.79827525545531
2021-08-25,,127.2659649574216
2021-08-26,,128.77149867235494
2021-08-27,,130.3147277003563
2021-08-28,,131.89543751856922
2021-08-29,,133.51334730383348
2021-08-30,,135.16810963243162
2021-08-31,,136.85931035783958
2021-09-01,,138.5864686669516
2021-09-02,,140.34903731471599
2021-09-03,,142.14640303667233
2021-09-04,,143.97788713836798
2021-09-05,,145.84274626015193
2021-09-06,,147.7401733153825
2021-09-07,,149.66929859959436
2021-09-08,,151.62919106770403
2021-09-09,,153.61885977589355
2021-09-10,,155.63725548434343
2021-09-11,,157.68327241655243
2021-09-12,,159.75575017056045
2021-09-13,,161.85347577698093
2021-09-14,,163.97518589832512
2021-09-15,,166.11956916375422
2021-09-16,,168.28526863298623
2021-09-17,,170.4708843827661
2021-09-18,,172.6749762089563
2021-09-19,,174.89606643698608
2021-09-20,,177.13264283312384
2021-09-21,,179.38316160874538
2021-09-22,,181.64605050951178
2021-09-23,,183.9197119811713
2021-09-24,,186.20252640344523
2021-09-25,,188.4928553833202
2021-09-26,,190.78904509887238
2021-09-27,,193.08942968462014
2021-09-28,,195.39233464931112
2021-09-29,,197.69608031691854
2021-09-30,,199.99898528160935
2021-10-01,,202.2993698673571
2021-10-02,,204.5955595829094
2021-10-03,,206.88588856278443
2021-10-04,,209.16870298505833
2021-10-05,,211.44236445671757
2021-10-06,,213.70525335748425
2021-10-07,,215.9557721331058
2021-10-08,,218.1923485292443
2021-10-09,,220.4134387572732
2021-10-10,,222.6175305834634
2021-10-11,,224.80314633324343
2021-10-12,,226.9688458024754
2021-10-13,,229.11322906790377
2021-10-14,,231.2349391892485
2021-10-15,,233.33266479566845
2021-10-16,,235.4051425496772
2021-10-17,,237.45115948188547
2021-10-18,,239.46955519033602
2021-10-19,,241.45922389852635
2021-10-20,,243.41911636663528
2021-10-21,,245.3482416508471
2021-10-22,,247.2456687060784
2021-10-23,,249.11052782786163
2021-10-24,,250.94201192955734
2021-10-25,,252.73937765151365
2021-10-26,,254.50194629927807
2021-10-27,,256.22910460839006
2021-10-28,,257.92030533379807
2021-10-29,,259.5750676623962
2021-10-30,,261.1929774476605
2021-10-31,,262.77368726587275
2021-11-01,,264.3169162938748
2021-11-02,,265.8224500088081
2021-11-03,,267.2901397107744
2021-11-04,,268.71990186983334
2021-11-05,,270.1117172992291
2021-11-06,,271.46563015723746
2021-11-07,,272.7817467804582
2021-11-08,,274.06023435187535
2021-11-09,,275.30131940743945
2021-11-10,,276.50528618536976
2021-11-11,,277.6724748228236
2021-11-12,,278.80327940498216
2021-11-13,,279.89814587201045
2021-11-14,,280.95756978975993
2021-11-15,,281.9820939904246
2021-11-16,,282.9723060897626
2021-11-17,,283.9288358877924
2021-11-18,,284.8523526602407
2021-11-19,,285.74356234828105
2021-11-20,,286.6032046544252
2021-11-21,,287.43205005265247
2021-11-22,,288.2308967211406
2021-11-23,,289.000567406154
2021-11-24,,289.74190622584473
2021-11-25,,290.4557754229073
2021-11-26,,291.1430520751602
2021-11-27,,291.80462477325113
2021-11-28,,292.44139027479923
2021-11-29,,293.05425014433195
2021-11-30,,293.6441073884474
2021-12-01,,294.2118630956455
2021-12-02,,294.7584130902587
2021-12-03,,295.284644609908
2021-12-04,,295.7914330158272
2021-12-05,,296.27963854534175
2021-12-06,,296.75010311567377
2021-12-07,,297.2036471881155
2021-12-08,,297.64106670145685
2021-12-09,,298.0631300833844
2021-12-10,,298.47057534835744
2021-12-11,,298.86410729023964
2021-12-12,,299.2443947777333
2021-12-13,,299.6120681603668
2021-12-14,,299.9677167925241
2021-12-15,,300.3118866826715
2021-12-16,,300.64507827461335
2021-12-17,,300.96774436726486
2021-12-18,,301.2802881790473
2021-12-19,,301.5830615626454
2021-12-20,,301.8763633754458
2021-12-21,,302.1604380105799
2021-12-22,,302.4354740930466
2021-12-23,,302.701603344966
2021-12-24,,302.95889962354835
2021-12-25,,303.20737813490865
2021-12-26,,303.44699482638026
2021-12-27,,303.6776459595013
2021-12-28,,303.8991678653653
2021-12-29,,304.11133688353135
2021-12-30,,304.3138694851954
2021-12-31,,304.5064225808293
2022-01-01,,304.6885940119907
2022-01-02,,304.85992322651225
2022-01-03,,305.0198921357786
2022-01-04,,305.1679261523074
2022-01-05,,305.30339540535874
2022-01-06,,305.4256161318126
2022-01-07,,305.5338522390782
2022-01-08,,305.6273170363259
2022-01-09,,305.70517512987345
2022-01-10,,305.7665444781089
2022-01-11,,305.8104986008925
2022-01-12,,305.83606893795303
2022-01-13,,305.8422473503903
2022-01-14,,305.8279887589861
2022-01-15,,305.79221391266003
2022-01-16,,305.7338122800317
2022-01-17,,305.65164505671686
2022-01-18,,305.54454828065104
2022-01-19,,305.4113360474327
2022-01-20,,305.2508038173969
2022-01-21,,305.06173180585813
2022-01-22,,304.8428884477345
2022-01-23,,304.59303392752975
2022-01-24,,304.3109237654806
2022-01-25,,303.9953124504768
2022-01-26,,303.6449571102469
2022-01-27,,303.2586212091595
2022-01-28,,302.83507826390723
2022-01-29,,302.3731155672716
2022-01-30,,301.8715379101151
2022-01-31,,301.3291712917406
2022-02-01,,300.7448666087628
2022-02-02,,300.11750331266626
2022-02-03,,299.4459930262922
2022-02-04,,298.72928310958616
2022-02-05,,297.9663601650395
2022-02-06,,297.1562534734015
2022-02-07,,296.2980383504097
2022-02-08,,295.39083941545596
2022-02-09,,294.433833763336
2022-02-10,,293.42625403044894
2022-02-11,,292.36739134707966
2022-02-12,,291.25659816768353
2022-02-13,,290.09329097137567
2022-02-14,,288.87695282516637
2022-02-15,,287.6071358028269
2022-02-16,,286.28346325261344
2022-02-17,,284.90563190748395
2022-02-18,,283.4734138318122
2022-02-19,,281.9866581990341
2022-02-20,,280.44529289509086
2022-02-21,,278.84932594295174
2022-02-22,,277.19884674399293
2022-02-23,,275.4940271324292
2022-02-24,,273.7351222395187
2022-02-25,,271.92247116470037
2022-02-26,,270.05649745136316
2022-02-27,,268.13770936539856
2022-02-28,,266.1666999752413
2022-03-01,,264.14414703256773
2022-03-02,,262.07081265336257
2022-03-03,,259.94754279957255
2022-03-04,,257.77526656206226
2022-03-05,,255.55499524611315
2022-03-06,,253.2878212612227
2022-03-07,,250.97491681743531
2022-03-08,,248.61753243096342
2022-03-09,,246.21699524234114
2022-03-10,,243.77470715083024
2022-03-11,,241.2921427692683
2022-03-12,,238.77084720404147
2022-03-13,,236.21243366526724
2022-03-14,,233.61858091276747
2022-03-15,,230.99103054378554
2022-03-16,,228.33158412884018
2022-03-17,,225.64210020250582
2022-03-18,,222.92449111625385
2022-03-19,,220.18071976087577
2022-03-20,,217.4127961663428
2022-03-21,,214.62277398724785
2022-03-22,,211.81274688231747
2022-03-23,,208.98484479670762
2022-03-24,,206.14123015607885
2022-03-25,,203.28409398168003
2022-03-26,,200.41565193583585
2022-03-27,,197.53814030747054
2022-03-28,,194.65381194739356
2022-03-29,,191.76493216326605
2022-03-30,,188.87377458420866
2022-03-31,,185.9826170051519
